no,content
658,안성에서 먹어야 한다는 소떡소떡을 대구 내려가는길에 먹어봅니다. 지하철타러... 이상으로 대구여행 끝 #대구여행 #네이처랜드 #서문시장 #서문야시장 #팔공산...
659,"드디어 여행을 끝마치고 벌써 이렇게 ""대구여행코스"" 포스팅을 준비했습니다 !!... 수성못 대구 여행코스를 알아보던 중 대구 홈페이지에서 알려준 이 곳! 수성못에..."
660,계산성당 기차 시간에 맞춰 동대구역을 찾아야 했기 때문에 대구근대골목 여행은... 아쉬웠던 대구근대골목. SRT 타고 또다시 대구여행 떠나면 그땐 더 찬찬히 둘러보고...
661,대구 여행 코스 근대로의여행 그리고 서문시장야시장도 굿! KTX407호 타고 내려가는길 대구 가을 여행 떠나요! 서울역 아침에 롯데리아에서 나와서 커피를 1.000원에...
662,여행 일지 대구 여행코스에서 빠질 수 없는 대구 시내! 동성로 둘러보기! 제가 4월 초부터 대구 여행기를 하나씩 올렸었는데요. 오늘은 그 여행기를 마무리 지으려고...
663,"주소 : 대구 중구 달성로 22길 27, 수창청춘맨숀 전화 : 053-252-2566 #대구 #대구여행 #대구가볼만한곳 #대구데이트 #대구핫플 #대구전시회 #수창청춘맨숀 #안녕청춘"
664,대구이색체험 / 대구여행 / 대구한복체험 공감한옥에서의 하루 너무너무 추천드리고 싶어요!! 제가 해본 결과 대구에서도 할게 많네요 ㅎㅎ 근처에 근대골목+청라언덕이...
665,"대구여행 대구 동성로 카페 플라방, 루프탑 카페! 어제 거의 2년 만에 중국에서 함께... 그것도 중국도 아닌 대구에서!친구가 대구로 여행을 온다고 하길래 시간 맞춰서..."
666,#대구카페 #카페모가 #대구카페추천 #김광석거리카페추천 #대구여행 대구여행에서 인상깊었던 카페 중 하나였던 카페모가 cafe moga 카페모가는 김광석거리에서...
667,#CJ헬로 #지금은로컬시대 오늘은 #대구 #수성구 의 여행코스를 준비했습니다... 부터 #대구맛집 과 #대구카페추천 까지 지금 바로 출발~ :D 첫번째 #대구여행코스추천...
668,"2.26(월) ~ 2.27(화) 다영이와 함께 여행을 가보기로 결심하고.. 직장 후배들이 대구에... 대구여행 2일차.. 호텔에서 조금 늦게 일어나, 컵라면으로 아침을 때우고, 대구..."
669,봄을 시샘하는 비가 내렸지만 우리의 길을 막지는 못했고 비도 조금씩 내려 여행에... 3.19 영등포비콤 대구여행은 즐겁고 행복한 시간이었다. 동대구역에 5시쯤...
670,대구여행 동성로 코리안 디저트카페무아 [대구가볼만한곳] 대구시 동성로 코리안 디저트카페무아는 건물의 외관 부터가 특이하고 이색적이다 현대식 3층건물이지만...
671,무계획으로 떠난 우리의 대구여행! 대구에 도착해서 여행코스를 짰다는 ㅋㅋㅋㅋㅋ 택시타고 여기로 가주세용~ 저기로 가주세용~ 마메와 정만의 뒤를 졸졸...
672,대구 여행 2018 내일로 대구관광 '청춘기행단' 서포터즈 모집 여름방학 대학생 대외활동으로 딱! 내일로 여행을 떠날 수 있는 사람(만 29세 이하)이라면 누구나...
673,"※ 대구 중구 근대路의 여행 골목투어 2코스 근대문화골목 - 진골목(종로) - 3월의 어느 주말, 지인 결혼식에 가기 위해 대구에 간 적이 있었다. 올해 들어 흔치 않게 날이..."
674,1박2일 대구여행 동생이 알려준 타르트맛집 #프라우송 에어비앤비 처음 이용해봤는데 매우만족~ 국내여행갈때 에어비앤비 자주 이용해야지 시댁이 대구인 프카가...
675,대구여행 대구맛집 정강희두부마을 두부특정식 비슬산을 내려와 찾은 정강희 두부마을이란 음식점입니다. 두부요리 전문점이 한때 유행처럼 많이 생겼었는데 요즘은...
676,#대구핫플 #대구사진찍기좋은곳 #여름실내놀이터 생겼다는 건 알고 있었는데 이제야 아이들과 방문해 본 수창청춘맨숀 모찌는 유딩때 현장체험으로 이미 다녀온 곳...
677,1박2일 대구여행 / 대구기차여행 / 1박2일 대중교통 여행 / 기차여행 / 대구데이트 삼일절 연휴를 맞아서 오빠와 다녀온 대구!! 항상 차로만 어디 다녀서 이번엔 기차를...
678,룸컨디션은 약간 올드 하지만 대구여행객 대구숙박으로 만족스럽습니다. 창밖으로 번화한 도심의 풍경이보입니다. 남푠님 인증샷 입니다. 얼굴 막아달라고 사정하네요...
679,"대구근대역사를 알기위해서 꼭 가봐야 하는 장소를 만나기 위해서대구여행 1박 2일 여행코스로 다녀왔습니다. (2018년 여름에 다녀왔는데, 포스팅을 이제서야..."
680,진짜 ..여행 간것 같던 주말 !! 소고기도 배터지게 구워먹고 .. 또 언제 가려나아... #대구여행 #대구카페 #꼬모맨션 #교동과자점 얼마전에 축구보러 대구 갔다 낮에 맛집도...
681,주말 오후 대구여행. 부산에 있는 보수동 책방골목처럼 책방골목이 대구에도 있다고 들어서 지도와 검색으로 찾아가 보았다. 그런데 책방거리라는 곳도 겨우 명맥을...
682,대구역 입구의 관광안내소 대구여행 당일치기로 동성로에 가야겠다고 생각은 했으나 기차 시간에 맞추기도 버거 웠을 정도로 준비 없이 떠난 여행. 동서로로 가는 길...
683,http://msm.kma.go.kr/ 저도 오후 1:30분 체험을 원했는데 아이들이 여행길에 피곤한 탓인지 대구에서는 영 짜증만땅!! 다음에 다시 대구여행을 기약하면서 오늘은 그냥 훑고...
684,"포항의 여행이 끝나고 청도를 지나 그리고 바로 대구로 여행을 갔습니다. 전날에... 대구 여행 동성로 맛집, 기막힌 맛이었네요.ㅎ 네비를 맞춰서 주차를 하는것까지는..."
685,블로그 이벤트 내일로 대구여행 여행코스 추천 이벤트 HOT한 대구를 즐기는 완벽한 방법 여름방학이 시작되고 내일로 계획 짜는 청춘들! 또는 올여름 대구에서...
686,"대구 여행 둘째날, 가장 와보고 싶었던 대봉동 한옥레스토랑 도시낮에 방문했어요!... 게다가 천장에서는 채광이 샤르륵 이곳은 #인스타그램 의 성지요 대구 여행 시 꼭..."
687,그 그래서 대구로의 여행을 준비하는 분들도 더욱 많아질 것 같아요~ 그런 의미에서 오늘은 대구여행 추천지 BEST 3을 준비했답니다! 안가면 아쉬운 곳은 너무나 많지만T_T...
688,"싸랑하는 나의 친구들 대구 같이 가줘서 고맙다아 눈이 넘 예뻤던 러시안블루... 여행의 계기는 <키다리아저씨>를 보기 위해서였지만, 함께 가준 친구들 덕분에 훨씬 더..."
689,[대구여행] 폈다.. 폈다.. 능소화.. 찍어라.. 찍어라???.. 대구 남평문씨세거지(인흥마을) 능소화.. 외계지용입니다.. 어제 퇴근하자마자 부랴부랴 달려간.. 대구 능소화 명소...
690,대구여행 (1) 간판없는집 _ 이름없는전골 (+고급소주) 베베랑 대구 2박3일 밥먹고 술먹으러 왔다아이가 ! 동대구역에서 밤 9시넘어서 내렸다 아 배고푸ㅠ_ㅠ 배고푸ㅠ_ㅠ...
691,매일 똑같은 시간에 먹어야 하므로 여행갈땐 시차 맞춰 먹기가 매우 지랄맞은ㅋ... 급 떠난 대구여행. 말도많고 탈도많았던 대구행ㅠ 가는 길부터 심상치 않은...
692,리꼬가 대구 여행코스 추천 해 드리러 왔어요. 지난달에 대구에서 빵지순례... 이번엔 딱 3군데만 가보자 하고 테마를 정했더니 여행이 더 재미지더라고요. 근대골목에서...
693,1박2일의 대구여행 출발!!! 시작은 남강이 흐르는 남강휴게소에서의 우동으로........... 이게 4만원치다 1박2일의 여행에 평균 130킬로를 밟아댄 운저기사인 희경. 날라리...
694,재 니 와 의 1 박 2 일 대 구 여 행 ♥ DAY 2 cafe 모가 - 김광석다시그리기길 - 남도횟집 02 대구 김광석다시그리기길 카페 모가 바로 근처가 김광석거리여서 들러보았다....
695,"[ 대구 여행 명소 김광석다시그리기길, 김광석거리 카페 괜스레 ] 오랜만에 다시... 장치들이 여행을 즐기는 한 사람으로서 만족스러운 서비스란 생각을 했다. 대구..."
696,2018년 8월2일 이열치열 대구여행 셋째 날! 한참의 시간을 보낸 후 기록이다. 사진만... 이제야 생각해도 어쩌다 얻어 걸린 코스가 풍족한 여행이었다. 대구 '찜갈비'가...
697,"[2019 대구] 01.11 ~ 01.12 당일치기나 다름없던 모녀 대구여행 #2 대구막창, 김광석거리... ㅠㅠㅠ ㅋㅋㅋㅋㅋ 역시 겨울에 여행은 아닌듯(?) 사진도 대충대충찍고 손..."
698,#대구여행 #대구맛집 #대구막창 퇴근 후 기차기다리는중 낌날과 함께하는 대구먹방여행! 천안에서 접선해서 가는동안 과자파티했다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 밤10시경...
699,대구여행 대구카페백금당 이번 돼구여행의 마지막코스였던 백금당2호점! 동대구역앞에있어 돼구여행의 마지막여정지로 따악이었던곳이당. 이번여행은 정말 운이좋게...
700,대구여행 사진의 '제목'을 찾습니다. 센스있고 재밌는 제목을 지어주세요! 여행에... ^^ ※해당 이벤트는 대구관광 공식 페이스북에서 함께 진행됩니다. 중복 당첨 될...
701,"7달만에 대구도착!!!!!!! 고향 오는느낌,, 대구오면 찍는 내 포토존 거울이... 그림도 그릴수있게 와우ㅠㅠㅠ 주문하면 여행책자랑 같이 준다 내가 제일 가고싶은..."
702,한국관광 100선 김광석 다시 그리기길 대구 방천시장이 있는 동네가 김광석의... 김광석 다시 그리기길 ~~ 대구여행 하실때 ~~ 김광석 다시 그리기길 꼭 가보시길 추천드려요
703,가격도 참 저렴해서 대구로 '내일로' 여행오는 친구들이 있다면 권해주고 싶다.... 있으니 대구 여행 가면 밤마실로 서문야시장 찾아보는 것도 좋을 것 같다. 본격적인...
704,둘러보며 대구여행을 즐길 수가 있습니다. 여러분들은 대구의 어느 곳에서 여행을 즐기고 싶으신가요?! 지도 용량이 큰 관계로 링크 걸어드릴게요~ 필요하신 분들은...
705,이상으로 대구의 명산 팔공산으로 오르는 가장 쉬운 방법인 팔공산 케이블카 포스팅을 마치겠습니다. 대구 여행시 사랑하는 연인&가족이 함께 행복한 추억 만들어...
706,"여행하며, 혜택도 받고! 당장이라도 대구 여행하며 스탬프 찍고 싶은걸요? 여기에 총 67개소 명소 중 30개소에서 스탬프 투어를 마친 분들에게는 이번 연말 대구관광..."
707,대구 아이니테마파크 동물원 대구광역시 수성구 대흥동504 대구스타디움몰 지하1층(월드컵경기장 옆 홈플 지하1층) 053-792-7600 태풍 올라오는 날! 창원 아들들 상경! 궃은...
708,#대구렌트카 #대구가볼만한곳 #대구여행 #대구근교가볼만한곳 #대구데이트... 그래도 원조는 역시 대구@_@ 차없이 여행하기 힘든 곳이라 편안하게 차를 렌트해서...
709,"요즘은 아니, 한 1년전부터 여행가면 유명하다는 빵집은 다 가보는건... Bread73 #대구여행 #대구빵집 대구광역시 서구 비산동 501-5 영업시간 : 08:00 ~ 23:00..."
710,아트팩토리 청춘입니다 :) 대구여행으로 꾸준히 인기있는 김광석거리... ★★★ 르플랑 르플랑은 대구에서 유명한 마카롱 가게입니다. 이곳의 인기메뉴는 게랑드 소금...
711,절치니랑 많이 더워져서 대프리카가 되기전에 대구 한번 다녀와야겠어용 여러분도 대구여행 어떠세요 내일은 석가탄신일 즐거운 공휴일 알차게 보내세요 그럼 안뇨옹!
712,대구여행 가볼만한곳 대구수목원 국화축제. 2018년 10월 27일부터 11월 11일까지... 떠나기전에 가을 못지않는 여행을 떠나보세요. 저도 남은 여행지를 다녀야할것 같네요....
713,남구청여행 # 대구시여행 # 대구여행 # 대구남구청관광 # 대구남구관광 # 대구시남구관광 # 대구남구관광 # 대구시남구맛집 # 대구남구맛집 # 대구시맛집 # 대구맛집...
714,다녀왔답니다^^ 대구 여행지로 모르시는 분들이 꽤 많은 거라 생각되는데요... 제가 갔을땐 벚꽃비가 한창 내리고 있었어요 :) 대구 이곳저곳이 벚꽃놀이 인파로...
715,"제가 갔을 땐 그런건 안했는데ㅠㅠ 그럼 우선 대구 여행후기부터 고고!... 갔죠ㅋㅋㅋㅋㄱㄱ (대구! 타지여행! 동성로!에 와서 한것=유가네먹기, 동전노래방가기..."
716,얼마전에 대구여행을 갓다왓는데 독특한 한옥스타일의 카페를 다녀왔어요 상호는... 찾을수있긴했습니다 대구 중앙로역에내려서 1번출구로 나오면 10분 ?? 도...
717,탱자의 오랜만의 대구여행 이야기..대구엑스코에서 열린 2018년 예스덱스 종합학술대회 참가하면서 대구 엑스코 근처와 경북대 근처 하루 동안 구경한 이야기 입니다. 뭐...
718,전체적으로 여유롭게 다녀온 여행이라 굉장히 힐링되었어요. 이상 짧은 대구 1박2일 여행이었습니다! 긴 포스팅 읽어주셔서 감사합니다 :)
719,"제멋대로가 오늘은 방문주간 대구 여행 오시는 분들을 위해 하루만으로도 알차게 즐길 수 있는, 대구 당일치기 여행코스를 알려드리겠습니다! ^^ 대구 당일치기..."
